Hospital_Name,Doctor,Department,Dr_image
Hannover Medical School Hospital,Prof. Dr. med. Moritz Schmelzle,"General, transplant, surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,"Prof. Dr. med. Carsten Framme, MBA, FEBO",Ophtalmology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Thomas Werfel,"Dermatology, allergology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Peter Hillemanns,"Gynecology, obstetrics",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Heinrich Wedemeyer,"Gastroenterology, infectiology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Thomas Lenarz,Otolaringology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Matthias Eder,"Hematology, oncology, BMT",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Axel Haverich,"Cardiothoracic, transplant surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Johann Bauersachs,"Cardiology, angiology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. dent. Rainer Schwestka-Polly,Orthodontics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Benno Ure,Pediatric surgery,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Christian Kratz,"Pediatric oncology, hematology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Philipp Beerbaum,Pediatric cardiology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Dieter Haffner,"Pediatric nephrology, metabolic diseases",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. dent. Nils-Claudius Gellrich,"Maxillofacial, reconstructive facial surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Joachim K. Krauss,Neurosurgery,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Susanne Petri,Neurology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Kai Schmidt-Ott,Nephrology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Frank M. Bengel,Nuclear medicine,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Henning Windhagen,Orthopedics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Martin Ptok,Phoniatrics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Peter Maria Vogt,"Plastic, aesthetic, reconstructive surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Tobias Welte,"Pulmonology, infectiology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Stefan Bleich,Psychiatry,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Martina de Zwaan,Psychotherapy,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,PD. Dr. med. Christian Sturm,Rehabilitation,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Torsten Witte,"Rheumatology, immunology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Hans Christiansen,"Radiation therapy, oncology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Stephan Sehmisch,Trauma surgery,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Markus Kuczyk,"Urology, urological oncology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. dent. Nadine Schluter,Periodontology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Kristina I. Ringe,Interventional radiology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Diane Renz,Pediatric radiology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Dr. med. Friedrich Gotz,Interventional neuroradiology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
Hannover Medical School Hospital,Prof. Dr. med. Gesine Hansen,"Pediatric pneumology, allergology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2055%2Fclfavt3vh001508nz2i0l9n8n.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Thomas Becker,"General, thoracic, transplant surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Hanna Kaduszkiewicz,Internal medicine,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Anselm Sebastian Uebing,Pediatric cardiology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Matthias Peipp,Antibody-based immunotherapy,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Johann Baptist Roider,Ophthalmology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Olav Jansen,"Radiology, neuroradiology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Jurgen Dunst,Radiation oncology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,"PD. Dr. med. Ulf Lutzen, MaHM",Nuclear medicine,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Claudia Baldus,"Hematology, oncology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,PD. Dr. med. Daniel Drucke,"Hand, plastic, microsurgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Malte Spielmann,Human genetics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Nicolai Maass,"Breast cancer, gynecology, obstetrics",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,PD. Dr. med. Julius Pochhammer,Colon cancer,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Thomas Schwarz,"Dermatology, allergology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,PD. Dr. med. Nils Margraf,Epileptology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Petra Ambrosch,"Otolaryngology, head, neck surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Joachim Cremer,Cardiovascular surgery,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Derk Frank,"Cardiology, angiology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Paul Martin Holterhus,Pediatric endocrinology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Alexander Scheffold,Immunology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Helmut Fickenscher,Infectious diseases,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Stefan Schreiber,"Gastroenterology, pulmonology, infectiology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Dr. med. Kevin Schulte,Nephrology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. dent. Sinan Sen,Orthodontics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,PD. Dr. med. Andreas van Baalen,Pediatrics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Gunnar Cario,"Pediatric oncology, hematology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Georg Griesinger,Fertility,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Jens Marquardt,"Endocrinology, gastroenterology, nephrology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Jorg Wiltfang,"Oral, maxillofacial surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Michael Synowitz,Neurosurgery,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Daniela Berg,Neurology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Andreas Seekamp,"Orthopedics, trauma surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Friedrich Stoelzell,"Stem cells, immunotherapy",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Daniar Osmonov,Urology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Schleswig-Holstein Kiel,Prof. Dr. med. Stefan Borgwardt,"Psychiatry, psychotherapy",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2154%2Fclfp4jv44002d09mthgotg2jf.jpg&w=100&q=100
University Hospital Greifswald,"Prof. Dr. med. Stephan Kersting, MBA",General surgery,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Andreas Stahl,Ophtalmology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Christian A. Schmidt,Cancer center,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,"Prof. Dr. med. Jean-Francois Chenot, MPH",Internal medicine,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Agnes Floel,"Neurology, dementia",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Dr. med. Sigrun Friesecke,Extracorporeal oxygenation,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Ute Felbor,Human genetics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Marek Zygmunt,"Gynecology, obstetrics",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Michael Junger,"Dermatology, skin cancer",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Chia-Jung Busch,"Otolaringology, head neck surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Andreas Eisenschenk,"Hand, microsurgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Barbara Broker,Immunology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Sylvia Stracke,Nephrology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Ali Alexander Aghdassi,Gastroenterology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Dr. med. Antje Steveling,"Endocrinology, nutritional medicine",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,PD. Dr. med. Lukas Bossaller,Rheumatology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Stephan Felix,"Cardiology, pulmonology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Florian Heidel,Oncology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Maik Gollasch,Geriatrics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. dent. Karl-Friedrich Krey,Orthodontics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Vera Schellerer,Pediatric surgery,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Holger Lode,Pediatrics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,"Prof. Dr. med. dent. Andrea Rau, MHBA","Oral, maxillofacial, plastic surgery",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Henry W. Schroeder,Neurosurgery,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Norbert Hosten,"Nuclear medicine, radiology",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Georgi Wassilew,Orthopedics,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Hans Jorgen Grabe,Psychiatry,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,PD. Dr. med. Alexandra Busemann,Sarcoma center,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Dr. med. Elke Asse,Radiation oncology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Martin Burchardt,Urology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Axel Ekkernkamp,"Rehabilitation, sports therapy",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
University Hospital Greifswald,Prof. Dr. med. Mathias Heckmann,Neonatology,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F2186%2Fclfs25yd9005909mtdsoo60n1.jpg&w=100&q=100
